WindowID	Chr	Start	End	First_Gene	Last_Gene	N_Genes	N_genes_TMHMM	N_Genes_Single_TMHMM	Per_genes_TMHMM	Per_Genes_Single_TMHMM	Warning_Truncated_Window	Annot_source
228	CM074203.1	24500001	26500000	BgiMline_004945	BgiMline_005033	85	16	4	18.8%	4.7%	.	iM_Zhong
229	CM074203.1	25000001	27000000	BgiMline_004966	BgiMline_005062	87	9	2	10.3%	2.3%	.	iM_Zhong
230	CM074203.1	25500001	27500000	BgiMline_004989	BgiMline_005092	93	6	3	6.5%	3.2%	.	iM_Zhong
231	CM074203.1	26000001	28000000	BgiMline_005011	BgiMline_005113	93	10	6	10.8%	6.5%	.	iM_Zhong
232	CM074203.1	26500001	28500000	BgiMline_005036	BgiMline_005135	92	13	7	14.1%	7.6%	.	iM_Zhong
233	CM074203.1	27000001	29000000	BgiMline_005064	BgiMline_005160	94	18	10	19.1%	10.6%	.	iM_Zhong
234	CM074203.1	27500001	29500000	BgiMline_005092	BgiMline_005182	85	22	13	25.9%	15.3%	.	iM_Zhong
235	CM074203.1	28000001	30000000	BgiMline_005114	BgiMline_005201	80	18	9	22.5%	11.3%	.	iM_Zhong
236	CM074203.1	28500001	30500000	BgiMline_005136	BgiMline_005220	78	19	9	24.4%	11.5%	.	iM_Zhong
237	CM074203.1	29000001	31000000	BgiMline_005161	BgiMline_005233	66	14	6	21.2%	9.1%	.	iM_Zhong
238	CM074203.1	29500001	31500000	BgiMline_005183	BgiMline_005252	66	13	4	19.7%	6.1%	.	iM_Zhong
239	CM074203.1	30000001	32000000	BgiMline_005202	BgiMline_005275	72	16	7	22.2%	9.7%	.	iM_Zhong
240	CM074203.1	30500001	32500000	BgiMline_005221	BgiMline_005317	92	25	9	27.2%	9.8%	.	iM_Zhong
241	CM074203.1	31000001	33000000	BgiMline_005233	BgiMline_005338	103	32	12	31.1%	11.7%	.	iM_Zhong
242	CM074203.1	31500001	33500000	BgiMline_005253	BgiMline_005354	99	30	13	30.3%	13.1%	.	iM_Zhong
243	CM074203.1	32000001	34000000	BgiMline_005276	BgiMline_005377	97	30	11	30.9%	11.3%	.	iM_Zhong
244	CM074203.1	32500001	34500000	BgiMline_005318	BgiMline_005396	75	19	8	25.3%	10.7%	.	iM_Zhong
245	CM074203.1	33000001	35000000	BgiMline_005338	BgiMline_005416	75	15	6	20%	8%	.	iM_Zhong
246	CM074203.1	33500001	35500000	BgiMline_005357	BgiMline_005453	94	20	8	21.3%	8.5%	.	iM_Zhong
247	CM074203.1	34000001	36000000	BgiMline_005377	BgiMline_005475	94	20	8	21.3%	8.5%	.	iM_Zhong
248	CM074203.1	34500001	36500000	BgiMline_005397	BgiMline_005492	90	16	6	17.8%	6.7%	.	iM_Zhong
249	CM074203.1	35000001	37000000	BgiMline_005416	BgiMline_005514	92	14	6	15.2%	6.5%	.	iM_Zhong
250	CM074203.1	35500001	37500000	BgiMline_005453	BgiMline_005536	78	8	2	10.3%	2.6%	.	iM_Zhong
251	CM074203.1	36000001	38000000	BgiMline_005479	BgiMline_005556	76	6	1	7.9%	1.3%	.	iM_Zhong
252	CM074203.1	36500001	38500000	BgiMline_005492	BgiMline_005573	78	9	2	11.5%	2.6%	.	iM_Zhong
253	CM074203.1	37000001	39000000	BgiMline_005515	BgiMline_005594	76	17	1	22.4%	1.3%	.	iM_Zhong
254	CM074203.1	37500001	39500000	BgiMline_005536	BgiMline_005622	81	25	1	30.9%	1.2%	.	iM_Zhong
255	CM074203.1	38000001	40000000	BgiMline_005556	BgiMline_005636	76	27	4	35.5%	5.3%	.	iM_Zhong
256	CM074203.1	38500001	40500000	BgiMline_005574	BgiMline_005666	88	24	3	27.3%	3.4%	.	iM_Zhong
257	CM074203.1	39000001	41000000	BgiMline_005595	BgiMline_005685	86	18	6	20.9%	7%	.	iM_Zhong
258	CM074203.1	39500001	41500000	BgiMline_005623	BgiMline_005701	75	13	7	17.3%	9.3%	.	iM_Zhong
259	CM074203.1	40000001	42000000	BgiMline_005636	BgiMline_005712	73	8	4	11%	5.5%	.	iM_Zhong
260	CM074203.1	40500001	42500000	BgiMline_005667	BgiMline_005718	50	8	5	16%	10%	.	iM_Zhong
261	CM074203.1	41000001	43000000	BgiMline_005685	BgiMline_005732	46	7	2	15.2%	4.3%	.	iM_Zhong
262	CM074203.1	41500001	43500000	BgiMline_005702	BgiMline_005751	46	5	1	10.9%	2.2%	.	iM_Zhong
263	CM074203.1	42000001	44000000	BgiMline_005713	BgiMline_005794	76	11	3	14.5%	3.9%	.	iM_Zhong
264	CM074203.1	42500001	44500000	BgiMline_005719	BgiMline_005817	93	11	2	11.8%	2.2%	.	iM_Zhong
265	CM074203.1	43000001	45000000	BgiMline_005732	BgiMline_005847	108	12	3	11.1%	2.8%	.	iM_Zhong
266	CM074203.1	43500001	45500000	BgiMline_005751	BgiMline_005866	111	13	4	11.7%	3.6%	.	iM_Zhong
267	CM074203.1	44000001	46000000	BgiMline_005795	BgiMline_005895	97	8	2	8.2%	2.1%	.	iM_Zhong
268	CM074203.1	44500001	46500000	BgiMline_005817	BgiMline_005926	100	12	5	12%	5%	.	iM_Zhong
269	CM074203.1	45000001	47000000	BgiMline_005848	BgiMline_005948	94	13	5	13.8%	5.3%	.	iM_Zhong
270	CM074203.1	45500001	47500000	BgiMline_005866	BgiMline_005970	97	13	6	13.4%	6.2%	.	iM_Zhong
271	CM074203.1	46000001	48000000	BgiMline_005895	BgiMline_005984	83	12	7	14.5%	8.4%	.	iM_Zhong
272	CM074203.1	46500001	48500000	BgiMline_005927	BgiMline_006007	77	11	4	14.3%	5.2%	.	iM_Zhong
273	CM074203.1	47000001	49000000	BgiMline_005949	BgiMline_006027	72	12	5	16.7%	6.9%	.	iM_Zhong
274	CM074203.1	47500001	49500000	BgiMline_005971	BgiMline_006051	75	14	4	18.7%	5.3%	.	iM_Zhong
275	CM074203.1	48000001	50000000	BgiMline_005985	BgiMline_006070	78	20	5	25.6%	6.4%	.	iM_Zhong
276	CM074203.1	48500001	50500000	BgiMline_006007	BgiMline_006096	84	21	7	25%	8.3%	.	iM_Zhong
277	CM074203.1	49000001	51000000	BgiMline_006027	BgiMline_006117	87	22	8	25.3%	9.2%	.	iM_Zhong
278	CM074203.1	49500001	51500000	BgiMline_006051	BgiMline_006151	96	36	13	37.5%	13.5%	.	iM_Zhong
279	CM074203.1	50000001	52000000	BgiMline_006070	BgiMline_006180	108	30	11	27.8%	10.2%	.	iM_Zhong
280	CM074203.1	50500001	52500000	BgiMline_006097	BgiMline_006204	106	33	13	31.1%	12.3%	.	iM_Zhong
281	CM074203.1	51000001	53000000	BgiMline_006118	BgiMline_006226	108	29	12	26.9%	11.1%	.	iM_Zhong
282	CM074203.1	51500001	53500000	BgiMline_006151	BgiMline_006255	105	15	8	14.3%	7.6%	.	iM_Zhong
283	CM074203.1	52000001	54000000	BgiMline_006180	BgiMline_006283	104	21	11	20.2%	10.6%	.	iM_Zhong
284	CM074203.1	52500001	54500000	BgiMline_006204	BgiMline_006306	99	18	9	18.2%	9.1%	.	iM_Zhong
285	CM074203.1	53000001	55000000	BgiMline_006227	BgiMline_006345	115	23	8	20%	7%	.	iM_Zhong
286	CM074203.1	53500001	55500000	BgiMline_006255	BgiMline_006377	117	26	6	22.2%	5.1%	.	iM_Zhong
287	CM074203.1	54000001	56000000	BgiMline_006284	BgiMline_006413	123	27	6	22%	4.9%	.	iM_Zhong
288	CM074203.1	54500001	56500000	BgiMline_006307	BgiMline_006439	127	29	8	22.8%	6.3%	.	iM_Zhong
289	CM074203.1	55000001	57000000	BgiMline_006346	BgiMline_006456	102	22	7	21.6%	6.9%	.	iM_Zhong
290	CM074203.1	55500001	57500000	BgiMline_006378	BgiMline_006483	97	20	8	20.6%	8.2%	.	iM_Zhong
291	CM074203.1	56000001	58000000	BgiMline_006414	BgiMline_006508	87	17	9	19.5%	10.3%	.	iM_Zhong
292	CM074203.1	56500001	58500000	BgiMline_006440	BgiMline_006542	97	22	14	22.7%	14.4%	.	iM_Zhong
293	CM074203.1	57000001	59000000	BgiMline_006457	BgiMline_006560	100	27	15	27%	15%	.	iM_Zhong
294	CM074203.1	57500001	59500000	BgiMline_006483	BgiMline_006584	96	25	14	26%	14.6%	.	iM_Zhong
295	CM074203.1	58000001	60000000	BgiMline_006508	BgiMline_006605	92	27	10	29.3%	10.9%	.	iM_Zhong
296	CM074203.1	58500001	60500000	BgiMline_006543	BgiMline_006640	93	32	5	34.4%	5.4%	.	iM_Zhong
297	CM074203.1	59000001	61000000	BgiMline_006562	BgiMline_006660	95	35	6	36.8%	6.3%	.	iM_Zhong
298	CM074203.1	59500001	61500000	BgiMline_006585	BgiMline_006678	93	40	8	43%	8.6%	.	iM_Zhong
299	CM074203.1	60000001	62000000	BgiMline_006606	BgiMline_006703	93	37	9	39.8%	9.7%	.	iM_Zhong
300	CM074203.1	60500001	62500000	BgiMline_006642	BgiMline_006734	87	34	8	39.1%	9.2%	.	iM_Zhong
301	CM074203.1	61000001	63000000	BgiMline_006661	BgiMline_006755	89	31	7	34.8%	7.9%	.	iM_Zhong
302	CM074203.1	61500001	63500000	BgiMline_006679	BgiMline_006772	86	27	8	31.4%	9.3%	.	iM_Zhong
303	CM074203.1	62000001	64000000	BgiMline_006705	BgiMline_006798	90	36	8	40%	8.9%	.	iM_Zhong
304	CM074203.1	62500001	64500000	BgiMline_006735	BgiMline_006817	79	27	6	34.2%	7.6%	.	iM_Zhong
305	CM074203.1	63000001	65000000	BgiMline_006755	BgiMline_006859	100	45	5	45%	5%	.	iM_Zhong
306	CM074203.1	63500001	65500000	BgiMline_006773	BgiMline_006885	109	54	2	49.5%	1.8%	.	iM_Zhong
307	CM074203.1	64000001	66000000	BgiMline_006799	BgiMline_006914	111	47	4	42.3%	3.6%	.	iM_Zhong
308	CM074203.1	64500001	66500000	BgiMline_006818	BgiMline_006931	109	47	4	43.1%	3.7%	.	iM_Zhong
309	CM074203.1	65000001	67000000	BgiMline_006860	BgiMline_006945	80	23	4	28.7%	5%	X	iM_Zhong
310	CM074204.1	1	2000000	BgiMline_006946	BgiMline_007025	76	11	7	14.5%	9.2%	.	iM_Zhong
311	CM074204.1	500001	2500000	BgiMline_006970	BgiMline_007050	77	11	6	14.3%	7.8%	.	iM_Zhong
312	CM074204.1	1000001	3000000	BgiMline_006988	BgiMline_007073	80	9	5	11.3%	6.2%	.	iM_Zhong
313	CM074204.1	1500001	3500000	BgiMline_007003	BgiMline_007101	92	18	11	19.6%	12%	.	iM_Zhong
314	CM074204.1	2000001	4000000	BgiMline_007027	BgiMline_007124	90	16	8	17.8%	8.9%	.	iM_Zhong
315	CM074204.1	2500001	4500000	BgiMline_007051	BgiMline_007154	97	19	10	19.6%	10.3%	.	iM_Zhong
316	CM074204.1	3000001	5000000	BgiMline_007074	BgiMline_007178	99	24	11	24.2%	11.1%	.	iM_Zhong
317	CM074204.1	3500001	5500000	BgiMline_007102	BgiMline_007204	96	16	5	16.7%	5.2%	.	iM_Zhong
318	CM074204.1	4000001	6000000	BgiMline_007124	BgiMline_007229	103	16	7	15.5%	6.8%	.	iM_Zhong
319	CM074204.1	4500001	6500000	BgiMline_007155	BgiMline_007251	91	11	5	12.1%	5.5%	.	iM_Zhong
320	CM074204.1	5000001	7000000	BgiMline_007179	BgiMline_007276	91	10	5	11%	5.5%	.	iM_Zhong
321	CM074204.1	5500001	7500000	BgiMline_007205	BgiMline_007295	85	9	6	10.6%	7.1%	.	iM_Zhong
322	CM074204.1	6000001	8000000	BgiMline_007230	BgiMline_007326	90	24	8	26.7%	8.9%	.	iM_Zhong
323	CM074204.1	6500001	8500000	BgiMline_007251	BgiMline_007349	95	39	8	41.1%	8.4%	.	iM_Zhong
324	CM074204.1	7000001	9000000	BgiMline_007276	BgiMline_007370	93	36	5	38.7%	5.4%	.	iM_Zhong
325	CM074204.1	7500001	9500000	BgiMline_007295	BgiMline_007394	97	36	5	37.1%	5.2%	.	iM_Zhong
326	CM074204.1	8000001	10000000	BgiMline_007327	BgiMline_007415	86	22	2	25.6%	2.3%	.	iM_Zhong
327	CM074204.1	8500001	10500000	BgiMline_007349	BgiMline_007435	82	10	3	12.2%	3.7%	.	iM_Zhong
328	CM074204.1	9000001	11000000	BgiMline_007370	BgiMline_007458	84	11	4	13.1%	4.8%	.	iM_Zhong
329	CM074204.1	9500001	11500000	BgiMline_007395	BgiMline_007486	89	25	6	28.1%	6.7%	.	iM_Zhong
330	CM074204.1	10000001	12000000	BgiMline_007416	BgiMline_007509	91	25	6	27.5%	6.6%	.	iM_Zhong
331	CM074204.1	10500001	12500000	BgiMline_007436	BgiMline_007528	92	27	9	29.3%	9.8%	.	iM_Zhong
332	CM074204.1	11000001	13000000	BgiMline_007458	BgiMline_007547	89	25	8	28.1%	9%	.	iM_Zhong
333	CM074204.1	11500001	13500000	BgiMline_007486	BgiMline_007582	90	11	6	12.2%	6.7%	.	iM_Zhong
334	CM074204.1	12000001	14000000	BgiMline_007510	BgiMline_007611	96	10	5	10.4%	5.2%	.	iM_Zhong
335	CM074204.1	12500001	14500000	BgiMline_007529	BgiMline_007637	103	6	2	5.8%	1.9%	.	iM_Zhong
336	CM074204.1	13000001	15000000	BgiMline_007548	BgiMline_007664	105	5	2	4.8%	1.9%	.	iM_Zhong
337	CM074204.1	13500001	15500000	BgiMline_007583	BgiMline_007683	93	10	4	10.8%	4.3%	.	iM_Zhong
338	CM074204.1	14000001	16000000	BgiMline_007611	BgiMline_007743	120	8	4	6.7%	3.3%	.	iM_Zhong
339	CM074204.1	14500001	16500000	BgiMline_007638	BgiMline_007760	109	9	4	8.3%	3.7%	.	iM_Zhong
340	CM074204.1	15000001	17000000	BgiMline_007665	BgiMline_007788	116	13	6	11.2%	5.2%	.	iM_Zhong
341	CM074204.1	15500001	17500000	BgiMline_007684	BgiMline_007821	131	10	3	7.6%	2.3%	.	iM_Zhong
342	CM074204.1	16000001	18000000	BgiMline_007744	BgiMline_007842	96	12	5	12.5%	5.2%	.	iM_Zhong
343	CM074204.1	16500001	18500000	BgiMline_007760	BgiMline_007865	103	15	6	14.6%	5.8%	.	iM_Zhong
344	CM074204.1	17000001	19000000	BgiMline_007788	BgiMline_007882	91	13	6	14.3%	6.6%	.	iM_Zhong
345	CM074204.1	17500001	19500000	BgiMline_007822	BgiMline_007907	82	13	6	15.9%	7.3%	.	iM_Zhong
346	CM074204.1	18000001	20000000	BgiMline_007843	BgiMline_007943	97	13	4	13.4%	4.1%	.	iM_Zhong
347	CM074204.1	18500001	20500000	BgiMline_007865	BgiMline_008128	148	8	2	5.4%	1.4%	.	iM_Zhong
348	CM074204.1	19000001	21000000	BgiMline_007883	BgiMline_008171	171	9	3	5.3%	1.8%	.	iM_Zhong
349	CM074204.1	19500001	21500000	BgiMline_007908	BgiMline_008196	172	11	4	6.4%	2.3%	.	iM_Zhong
350	CM074204.1	20000001	22000000	BgiMline_007943	BgiMline_008253	188	15	6	8%	3.2%	.	iM_Zhong
351	CM074204.1	20500001	22500000	BgiMline_008128	BgiMline_008279	140	17	6	12.1%	4.3%	.	iM_Zhong
352	CM074204.1	21000001	23000000	BgiMline_008172	BgiMline_008314	132	21	6	15.9%	4.5%	.	iM_Zhong
353	CM074204.1	21500001	23500000	BgiMline_008196	BgiMline_008334	128	16	5	12.5%	3.9%	.	iM_Zhong
354	CM074204.1	22000001	24000000	BgiMline_008255	BgiMline_008351	92	11	5	12%	5.4%	.	iM_Zhong
355	CM074204.1	22500001	24500000	BgiMline_008280	BgiMline_008369	86	10	5	11.6%	5.8%	.	iM_Zhong
356	CM074204.1	23000001	25000000	BgiMline_008315	BgiMline_008377	61	4	2	6.6%	3.3%	.	iM_Zhong
357	CM074204.1	23500001	25500000	BgiMline_008336	BgiMline_008389	52	5	3	9.6%	5.8%	.	iM_Zhong
358	CM074204.1	24000001	26000000	BgiMline_008351	BgiMline_008397	43	4	2	9.3%	4.7%	.	iM_Zhong
359	CM074204.1	24500001	26500000	BgiMline_008370	BgiMline_008410	36	4	2	11.1%	5.6%	.	iM_Zhong
360	CM074204.1	25000001	27000000	BgiMline_008378	BgiMline_008447	55	7	5	12.7%	9.1%	.	iM_Zhong
361	CM074204.1	25500001	27500000	BgiMline_008390	BgiMline_008474	70	11	6	15.7%	8.6%	.	iM_Zhong
362	CM074204.1	26000001	28000000	BgiMline_008398	BgiMline_008497	85	13	6	15.3%	7.1%	.	iM_Zhong
363	CM074204.1	26500001	28500000	BgiMline_008410	BgiMline_008520	97	18	10	18.6%	10.3%	.	iM_Zhong
364	CM074204.1	27000001	29000000	BgiMline_008448	BgiMline_008533	82	14	7	17.1%	8.5%	.	iM_Zhong
365	CM074204.1	27500001	29500000	BgiMline_008474	BgiMline_008557	79	14	7	17.7%	8.9%	.	iM_Zhong
366	CM074204.1	28000001	30000000	BgiMline_008497	BgiMline_008594	95	16	8	16.8%	8.4%	.	iM_Zhong
367	CM074204.1	28500001	30500000	BgiMline_008521	BgiMline_008613	89	15	6	16.9%	6.7%	.	iM_Zhong
368	CM074204.1	29000001	31000000	BgiMline_008534	BgiMline_008628	90	19	7	21.1%	7.8%	.	iM_Zhong
369	CM074204.1	29500001	31500000	BgiMline_008558	BgiMline_008648	88	18	6	20.5%	6.8%	.	iM_Zhong
370	CM074204.1	30000001	32000000	BgiMline_008595	BgiMline_008670	68	14	4	20.6%	5.9%	.	iM_Zhong
371	CM074204.1	30500001	32500000	BgiMline_008613	BgiMline_008696	74	13	3	17.6%	4.1%	.	iM_Zhong
372	CM074204.1	31000001	33000000	BgiMline_008628	BgiMline_008734	97	13	4	13.4%	4.1%	.	iM_Zhong
373	CM074204.1	31500001	33500000	BgiMline_008649	BgiMline_008754	95	12	4	12.6%	4.2%	.	iM_Zhong
374	CM074204.1	32000001	34000000	BgiMline_008671	BgiMline_008778	102	17	6	16.7%	5.9%	.	iM_Zhong
375	CM074204.1	32500001	34500000	BgiMline_008697	BgiMline_008800	101	13	5	12.9%	5%	.	iM_Zhong
376	CM074204.1	33000001	35000000	BgiMline_008734	BgiMline_008820	83	13	5	15.7%	6%	.	iM_Zhong
377	CM074204.1	33500001	35500000	BgiMline_008755	BgiMline_008842	83	11	3	13.3%	3.6%	.	iM_Zhong
378	CM074204.1	34000001	36000000	BgiMline_008779	BgiMline_008865	79	7	2	8.9%	2.5%	.	iM_Zhong
379	CM074204.1	34500001	36500000	BgiMline_008800	BgiMline_008885	78	8	2	10.3%	2.6%	.	iM_Zhong
380	CM074204.1	35000001	37000000	BgiMline_008822	BgiMline_008906	80	8	2	10%	2.5%	.	iM_Zhong
381	CM074204.1	35500001	37500000	BgiMline_008842	BgiMline_008925	80	7	3	8.7%	3.7%	.	iM_Zhong
382	CM074204.1	36000001	38000000	BgiMline_008865	BgiMline_008948	83	10	3	12%	3.6%	.	iM_Zhong
383	CM074204.1	36500001	38500000	BgiMline_008886	BgiMline_008971	85	17	7	20%	8.2%	.	iM_Zhong
384	CM074204.1	37000001	39000000	BgiMline_008907	BgiMline_008989	82	17	8	20.7%	9.8%	.	iM_Zhong
385	CM074204.1	37500001	39500000	BgiMline_008926	BgiMline_009014	87	18	9	20.7%	10.3%	.	iM_Zhong
386	CM074204.1	38000001	40000000	BgiMline_008949	BgiMline_009045	94	20	13	21.3%	13.8%	.	iM_Zhong
387	CM074204.1	38500001	40500000	BgiMline_008972	BgiMline_009068	91	17	12	18.7%	13.2%	.	iM_Zhong
388	CM074204.1	39000001	41000000	BgiMline_008990	BgiMline_009090	94	17	12	18.1%	12.8%	.	iM_Zhong
389	CM074204.1	39500001	41500000	BgiMline_009014	BgiMline_009110	91	19	11	20.9%	12.1%	.	iM_Zhong
390	CM074204.1	40000001	42000000	BgiMline_009045	BgiMline_009132	81	17	7	21%	8.6%	.	iM_Zhong
391	CM074204.1	40500001	42500000	BgiMline_009069	BgiMline_009153	80	15	3	18.8%	3.7%	.	iM_Zhong
392	CM074204.1	41000001	43000000	BgiMline_009091	BgiMline_009173	78	14	3	17.9%	3.8%	.	iM_Zhong
393	CM074204.1	41500001	43500000	BgiMline_009112	BgiMline_009204	83	15	5	18.1%	6%	.	iM_Zhong
394	CM074204.1	42000001	44000000	BgiMline_009133	BgiMline_009230	89	12	6	13.5%	6.7%	.	iM_Zhong
395	CM074204.1	42500001	44500000	BgiMline_009154	BgiMline_009248	85	11	7	12.9%	8.2%	.	iM_Zhong
396	CM074204.1	43000001	45000000	BgiMline_009174	BgiMline_009279	95	23	5	24.2%	5.3%	.	iM_Zhong
397	CM074204.1	43500001	45500000	BgiMline_009205	BgiMline_009302	89	26	2	29.2%	2.2%	.	iM_Zhong
398	CM074204.1	44000001	46000000	BgiMline_009230	BgiMline_009333	93	32	5	34.4%	5.4%	.	iM_Zhong
399	CM074204.1	44500001	46500000	BgiMline_009249	BgiMline_009356	96	29	3	30.2%	3.1%	.	iM_Zhong
400	CM074204.1	45000001	47000000	BgiMline_009280	BgiMline_009383	93	18	5	19.4%	5.4%	.	iM_Zhong
401	CM074204.1	45500001	47500000	BgiMline_009303	BgiMline_009405	96	16	7	16.7%	7.3%	.	iM_Zhong
402	CM074204.1	46000001	48000000	BgiMline_009334	BgiMline_009431	94	13	4	13.8%	4.3%	.	iM_Zhong
403	CM074204.1	46500001	48500000	BgiMline_009358	BgiMline_009460	102	18	7	17.6%	6.9%	.	iM_Zhong
404	CM074204.1	47000001	49000000	BgiMline_009384	BgiMline_009481	96	16	5	16.7%	5.2%	.	iM_Zhong
405	CM074204.1	47500001	49500000	BgiMline_009405	BgiMline_009501	95	16	5	16.8%	5.3%	.	iM_Zhong
406	CM074204.1	48000001	50000000	BgiMline_009433	BgiMline_009522	89	17	5	19.1%	5.6%	.	iM_Zhong
407	CM074204.1	48500001	50500000	BgiMline_009461	BgiMline_009542	80	13	2	16.3%	2.5%	.	iM_Zhong
408	CM074204.1	49000001	51000000	BgiMline_009482	BgiMline_009559	71	12	2	16.9%	2.8%	.	iM_Zhong
409	CM074204.1	49500001	51500000	BgiMline_009502	BgiMline_009572	62	9	0	14.5%	0%	.	iM_Zhong
410	CM074204.1	50000001	52000000	BgiMline_009523	BgiMline_009595	62	11	1	17.7%	1.6%	.	iM_Zhong
411	CM074204.1	50500001	52500000	BgiMline_009543	BgiMline_009612	59	11	2	18.6%	3.4%	.	iM_Zhong
412	CM074204.1	51000001	53000000	BgiMline_009560	BgiMline_009628	63	14	2	22.2%	3.2%	.	iM_Zhong
413	CM074204.1	51500001	53500000	BgiMline_009573	BgiMline_009650	73	14	4	19.2%	5.5%	.	iM_Zhong
414	CM074204.1	52000001	54000000	BgiMline_009595	BgiMline_009685	85	13	5	15.3%	5.9%	.	iM_Zhong
415	CM074204.1	52500001	54500000	BgiMline_009613	BgiMline_009714	96	14	4	14.6%	4.2%	.	iM_Zhong
416	CM074204.1	53000001	55000000	BgiMline_009628	BgiMline_009735	103	15	5	14.6%	4.9%	.	iM_Zhong
417	CM074204.1	53500001	55500000	BgiMline_009651	BgiMline_009755	100	21	6	21%	6%	.	iM_Zhong
418	CM074204.1	54000001	56000000	BgiMline_009686	BgiMline_009778	89	21	8	23.6%	9%	.	iM_Zhong
419	CM074204.1	54500001	56500000	BgiMline_009715	BgiMline_009805	88	19	10	21.6%	11.4%	.	iM_Zhong
420	CM074204.1	55000001	57000000	BgiMline_009735	BgiMline_009823	85	18	10	21.2%	11.8%	X	iM_Zhong
421	CM074205.1	1	2000000	BgiMline_009824	BgiMline_009910	85	11	8	12.9%	9.4%	.	iM_Zhong
422	CM074205.1	500001	2500000	BgiMline_009845	BgiMline_009934	89	21	7	23.6%	7.9%	.	iM_Zhong
423	CM074205.1	1000001	3000000	BgiMline_009866	BgiMline_009969	103	25	10	24.3%	9.7%	.	iM_Zhong
424	CM074205.1	1500001	3500000	BgiMline_009887	BgiMline_009998	110	23	8	20.9%	7.3%	.	iM_Zhong
425	CM074205.1	2000001	4000000	BgiMline_009910	BgiMline_010025	114	26	9	22.8%	7.9%	.	iM_Zhong
426	CM074205.1	2500001	4500000	BgiMline_009935	BgiMline_010043	107	19	9	17.8%	8.4%	.	iM_Zhong
427	CM074205.1	3000001	5000000	BgiMline_009971	BgiMline_010059	88	17	6	19.3%	6.8%	.	iM_Zhong
428	CM074205.1	3500001	5500000	BgiMline_009999	BgiMline_010086	87	21	11	24.1%	12.6%	.	iM_Zhong
429	CM074205.1	4000001	6000000	BgiMline_010025	BgiMline_010110	84	15	7	17.9%	8.3%	.	iM_Zhong
430	CM074205.1	4500001	6500000	BgiMline_010044	BgiMline_010129	84	13	7	15.5%	8.3%	.	iM_Zhong
431	CM074205.1	5000001	7000000	BgiMline_010060	BgiMline_010149	88	15	9	17%	10.2%	.	iM_Zhong
432	CM074205.1	5500001	7500000	BgiMline_010086	BgiMline_010177	88	14	5	15.9%	5.7%	.	iM_Zhong
433	CM074205.1	6000001	8000000	BgiMline_010111	BgiMline_010197	84	17	8	20.2%	9.5%	.	iM_Zhong
434	CM074205.1	6500001	8500000	BgiMline_010130	BgiMline_010220	89	15	7	16.9%	7.9%	.	iM_Zhong
435	CM074205.1	7000001	9000000	BgiMline_010149	BgiMline_010242	87	19	6	21.8%	6.9%	.	iM_Zhong
436	CM074205.1	7500001	9500000	BgiMline_010178	BgiMline_010263	81	23	9	28.4%	11.1%	.	iM_Zhong
437	CM074205.1	8000001	10000000	BgiMline_010198	BgiMline_010284	79	22	7	27.8%	8.9%	.	iM_Zhong
438	CM074205.1	8500001	10500000	BgiMline_010222	BgiMline_010306	78	26	9	33.3%	11.5%	.	iM_Zhong
439	CM074205.1	9000001	11000000	BgiMline_010243	BgiMline_010325	78	20	9	25.6%	11.5%	.	iM_Zhong
440	CM074205.1	9500001	11500000	BgiMline_010263	BgiMline_010342	75	14	7	18.7%	9.3%	.	iM_Zhong
441	CM074205.1	10000001	12000000	BgiMline_010284	BgiMline_010363	77	15	7	19.5%	9.1%	.	iM_Zhong
442	CM074205.1	10500001	12500000	BgiMline_010306	BgiMline_010376	65	10	5	15.4%	7.7%	.	iM_Zhong
443	CM074205.1	11000001	13000000	BgiMline_010326	BgiMline_010403	73	13	7	17.8%	9.6%	.	iM_Zhong
444	CM074205.1	11500001	13500000	BgiMline_010343	BgiMline_010424	76	16	7	21.1%	9.2%	.	iM_Zhong
445	CM074205.1	12000001	14000000	BgiMline_010365	BgiMline_010450	82	11	4	13.4%	4.9%	.	iM_Zhong
446	CM074205.1	12500001	14500000	BgiMline_010376	BgiMline_010471	93	18	8	19.4%	8.6%	.	iM_Zhong
447	CM074205.1	13000001	15000000	BgiMline_010403	BgiMline_010495	90	17	9	18.9%	10%	.	iM_Zhong
448	CM074205.1	13500001	15500000	BgiMline_010425	BgiMline_010518	92	19	9	20.7%	9.8%	.	iM_Zhong
449	CM074205.1	14000001	16000000	BgiMline_010451	BgiMline_010544	91	20	10	22%	11%	.	iM_Zhong
450	CM074205.1	14500001	16500000	BgiMline_010472	BgiMline_010568	95	19	7	20%	7.4%	.	iM_Zhong
451	CM074205.1	15000001	17000000	BgiMline_010496	BgiMline_010589	92	20	5	21.7%	5.4%	.	iM_Zhong
452	CM074205.1	15500001	17500000	BgiMline_010518	BgiMline_010608	88	18	7	20.5%	8%	.	iM_Zhong
453	CM074205.1	16000001	18000000	BgiMline_010544	BgiMline_010634	84	17	6	20.2%	7.1%	.	iM_Zhong
454	CM074205.1	16500001	18500000	BgiMline_010569	BgiMline_010663	86	11	5	12.8%	5.8%	.	iM_Zhong
455	CM074205.1	17000001	19000000	BgiMline_010590	BgiMline_010692	94	6	3	6.4%	3.2%	.	iM_Zhong
456	CM074205.1	17500001	19500000	BgiMline_010609	BgiMline_010714	98	7	1	7.1%	1%	.	iM_Zhong
